uniprot_id,seq_features
Q96D31,"0.310561,-0.004240,0.309824,-0.266870,0.112367,0.028245,-0.057146,-0.009766,-0.138141,-0.134700,0.032928,0.312494,-0.023707,-0.329982,-0.097709,-0.258171,0.013220,0.097065,-0.325010,0.051268,-0.036829,0.000480,0.027295,0.083844,0.054755,0.015549,0.130689,0.033382,0.188953,-0.061209,-0.083402,-0.275958,0.318134,0.025065,0.000431,-0.059189,-0.206278,-0.260016,0.014643,-0.197489,0.239568,0.069218,-0.005069,-0.166935,-0.051746,0.081710,-0.045794,-0.044577,-0.030245,-0.073742,-0.077919,0.231381,-0.008505,0.308661,0.005788,-0.057300,-0.280129,-0.081590,0.001135,-0.000366,-0.183545,0.144283,0.077564,0.063113"
Q15746,"0.244833,0.121430,0.255531,-0.239349,0.178113,0.151384,0.116429,-0.125406,0.114863,-0.217222,0.129636,0.231939,-0.178144,-0.240631,-0.200537,-0.243677,-0.114728,0.178853,-0.266770,-0.127597,-0.183413,0.200125,0.145054,0.163411,-0.115934,-0.126638,0.215741,0.164565,0.280656,-0.196602,-0.164560,-0.250535,0.324636,-0.133078,0.138117,0.141628,-0.186663,-0.196335,0.131376,-0.243079,0.227362,-0.145669,0.137461,-0.261975,0.137785,0.146190,-0.162501,-0.161561,-0.123361,0.135713,0.146389,0.261829,-0.180223,0.283702,-0.127604,-0.148163,-0.346418,0.109140,0.151124,-0.151863,-0.224420,0.224407,0.194397,0.191882"
P29597,"0.125670,-0.475765,0.023567,0.216732,-0.324627,-0.328746,-0.517472,0.462084,-0.521453,0.216124,-0.443395,-0.113593,0.358758,-0.008323,0.193182,-0.032068,0.538345,-0.325364,0.145447,0.462351,0.263075,-0.270156,-0.298185,-0.296511,0.454899,0.498618,-0.146016,-0.430434,-0.225511,0.189022,0.326200,0.132272,0.082851,0.492277,-0.379177,-0.441846,0.316238,0.314915,-0.484789,0.158221,-0.191371,0.445400,-0.342173,0.088693,-0.452218,-0.473774,0.259411,0.377672,0.401372,-0.436854,-0.559226,-0.088931,0.472859,-0.244025,0.367129,0.313234,-0.030286,-0.510955,-0.432412,0.416288,0.138535,-0.200239,-0.216314,-0.079787"
Q9P0X4,"0.221141,0.157706,0.224009,-0.213272,0.187843,0.172920,0.156157,-0.159835,0.153248,-0.205968,0.164766,0.221789,-0.185057,-0.226782,-0.201079,-0.223361,-0.153277,0.185112,-0.225258,-0.158745,-0.183286,0.190830,0.174285,0.183312,-0.150656,-0.160174,0.198854,0.179598,0.226779,-0.190800,-0.176860,-0.203259,0.246276,-0.161453,0.164342,0.165342,-0.195657,-0.190499,0.160064,-0.204166,0.213817,-0.179861,0.166740,-0.226215,0.166701,0.161635,-0.185108,-0.179239,-0.157000,0.160266,0.163957,0.212933,-0.183531,0.229278,-0.170050,-0.172619,-0.250927,0.146347,0.175351,-0.170983,-0.205392,0.224102,0.207826,0.195400"
P51813,"0.185430,-0.035557,0.193066,-0.106715,0.038093,0.042948,-0.043929,0.059030,-0.041974,-0.156286,-0.055640,0.179763,-0.075318,-0.209479,-0.142258,-0.238070,0.093574,0.093457,-0.209966,0.016870,-0.055296,0.127877,0.026305,0.064821,0.039460,0.034913,0.167576,0.037179,0.237892,-0.064154,-0.052530,-0.168223,0.379902,0.012352,-0.012832,-0.013480,-0.032652,-0.090799,-0.048270,-0.246836,0.171675,-0.047009,0.000940,-0.253360,0.009587,-0.053983,-0.062892,-0.030025,0.035693,-0.015165,0.011680,0.164999,-0.055165,0.299636,0.006272,-0.033662,-0.344801,-0.039450,0.061225,-0.004071,-0.148177,0.184030,0.149162,0.125687"
O75751,"0.310359,0.262926,0.359811,-0.354002,0.259028,0.275086,0.295673,-0.253443,0.272716,-0.291091,0.275203,0.307103,-0.279321,-0.285988,-0.276142,-0.321400,-0.344595,0.282156,-0.399214,-0.232474,-0.290577,0.301010,0.282976,0.279418,-0.225420,-0.277773,0.301790,0.281961,0.353162,-0.271358,-0.281258,-0.272841,0.319235,-0.228758,0.254820,0.282622,-0.354159,-0.302431,0.259001,-0.364771,0.292430,-0.302801,0.272623,-0.318620,0.261657,0.332129,-0.304822,-0.274679,-0.266779,0.291451,0.266390,0.341606,-0.293505,0.324360,-0.253548,-0.293291,-0.395978,0.243884,0.257019,-0.283858,-0.293319,0.334760,0.323004,0.275884"
P30305,"-0.117221,-0.009753,-0.024218,0.032681,-0.020858,0.008262,0.002683,0.037623,0.026959,-0.151696,-0.087070,0.013187,-0.099043,0.055212,0.034661,-0.039821,0.087862,0.085802,-0.161652,0.000573,-0.022318,0.051932,-0.100725,-0.013575,0.008849,0.032802,0.034888,0.056319,0.233191,0.040700,-0.014834,-0.049480,0.169897,-0.042492,-0.064323,-0.030788,0.058543,-0.017293,-0.040132,-0.218093,0.031078,-0.076054,-0.032307,-0.121791,0.065403,0.009025,0.086442,0.007678,0.065242,0.017751,0.115466,0.089794,-0.142650,0.366277,0.105432,0.109566,-0.235948,0.027610,0.064833,-0.026656,-0.018911,0.119003,0.045897,-0.075457"
Q86TI2,"0.117100,-0.459263,0.121279,-0.051773,-0.195496,-0.343214,-0.476143,0.333019,-0.502508,0.202042,-0.257002,0.006439,0.368055,-0.044734,0.343144,0.126324,0.355483,-0.298486,-0.174277,0.490746,0.162992,-0.395137,-0.349051,-0.257118,0.485678,0.406925,-0.344564,-0.333472,-0.195636,0.149011,0.256974,0.065989,-0.116934,0.471395,-0.361186,-0.406953,0.083551,0.203052,-0.422555,0.240734,-0.194150,0.547923,-0.328858,0.258241,-0.500225,-0.222145,0.325812,0.317639,0.296370,-0.574126,-0.546483,0.056702,0.402716,-0.116979,0.448655,0.403085,-0.171167,-0.517632,-0.539977,0.309752,0.259850,-0.227646,-0.270980,-0.214823"
P41594,"0.204284,0.176216,0.209609,-0.211115,0.196257,0.179127,0.174330,-0.176610,0.173738,-0.196861,0.182165,0.210689,-0.195756,-0.207539,-0.204992,-0.208002,-0.183303,0.180648,-0.213798,-0.177607,-0.183555,0.196333,0.185812,0.190211,-0.166826,-0.181939,0.195720,0.188145,0.216907,-0.193345,-0.179611,-0.189216,0.219814,-0.177478,0.181252,0.180165,-0.205236,-0.190574,0.178108,-0.187661,0.208618,-0.196508,0.175869,-0.214717,0.182401,0.180085,-0.198698,-0.187304,-0.171875,0.181521,0.185058,0.196634,-0.195953,0.205017,-0.186200,-0.187648,-0.227604,0.163522,0.192345,-0.183636,-0.198744,0.220341,0.210410,0.193037"
P10276,"-0.380006,-0.993524,-0.564714,0.724136,-0.877454,-0.803389,-1.259780,1.080510,-1.152165,0.070405,-1.396291,-0.166308,0.462037,0.286545,0.732106,-0.005376,1.781762,-0.354011,-0.183719,0.987022,0.889434,-0.716188,-1.183355,-0.600935,1.040411,1.099969,-0.407172,-0.752191,0.080505,0.990060,0.753910,0.212551,0.464550,0.876707,-1.221037,-1.209626,1.030094,0.330149,-1.207749,-0.342290,-0.343071,0.686226,-0.981750,0.047284,-0.775065,-1.124557,1.026430,1.021953,1.095524,-1.121407,-0.772609,-0.232064,0.439581,0.897183,1.287918,1.010221,-0.386012,-0.985686,-0.571733,0.824577,0.346660,-0.068179,-0.286144,-0.815875"
P42785,"0.149791,0.199097,0.158598,-0.164710,0.180370,0.183051,0.200834,-0.193372,0.199653,-0.170420,0.191433,0.157370,-0.188034,-0.154142,-0.188951,-0.161851,-0.209933,0.167330,-0.141489,-0.196990,-0.180932,0.191803,0.198273,0.181774,-0.188616,-0.198728,0.170765,0.185498,0.149998,-0.180781,-0.178168,-0.144579,0.141521,-0.193608,0.196760,0.199721,-0.187076,-0.162361,0.196347,-0.152056,0.158687,-0.212186,0.190118,-0.171957,0.198474,0.187785,-0.203265,-0.191560,-0.188891,0.204535,0.201111,0.141264,-0.186466,0.135346,-0.203621,-0.190804,-0.136639,0.189671,0.196410,-0.187342,-0.170073,0.180421,0.184796,0.177508"
P16050,"0.218425,0.226967,0.267648,-0.249033,0.218800,0.204847,0.226955,-0.213719,0.202423,-0.211957,0.219366,0.245020,-0.216099,-0.223837,-0.227602,-0.210171,-0.250547,0.207684,-0.265234,-0.204339,-0.204446,0.230897,0.224429,0.216742,-0.191320,-0.219237,0.219948,0.226819,0.260620,-0.198527,-0.211294,-0.212052,0.224020,-0.204800,0.213088,0.216981,-0.249579,-0.243182,0.216911,-0.239329,0.224100,-0.240628,0.203978,-0.219147,0.220488,0.230652,-0.241546,-0.227828,-0.206577,0.216680,0.224527,0.206389,-0.213711,0.229715,-0.226372,-0.223178,-0.255698,0.196723,0.229963,-0.215831,-0.218117,0.246155,0.233021,0.213114"
Q99500,"0.175472,0.109372,0.143207,-0.145669,0.134531,0.111309,0.103609,-0.121155,0.111010,-0.113213,0.127884,0.144747,-0.109898,-0.147297,-0.111746,-0.106531,-0.113722,0.103434,-0.154355,-0.105664,-0.130157,0.097243,0.127444,0.136019,-0.099605,-0.121194,0.092888,0.117817,0.114268,-0.136436,-0.104576,-0.125697,0.091837,-0.102331,0.125262,0.100557,-0.145105,-0.126420,0.105314,-0.094679,0.110988,-0.080281,0.118444,-0.102356,0.101271,0.126691,-0.129766,-0.111386,-0.124295,0.090586,0.087355,0.155061,-0.100970,0.082037,-0.108799,-0.121753,-0.148594,0.104218,0.093968,-0.127889,-0.110423,0.131157,0.137180,0.136023"
Q13304,"0.169463,0.210458,0.177268,-0.193621,0.200911,0.191427,0.210404,-0.205694,0.212668,-0.179818,0.207631,0.183280,-0.204536,-0.171832,-0.205360,-0.176101,-0.228624,0.178885,-0.176726,-0.208538,-0.192029,0.205136,0.207253,0.196175,-0.197314,-0.214384,0.186464,0.203752,0.188830,-0.193624,-0.186188,-0.161358,0.159018,-0.205583,0.209394,0.213000,-0.213398,-0.187847,0.210981,-0.168103,0.186345,-0.232969,0.196152,-0.192112,0.209379,0.207214,-0.217644,-0.202671,-0.199639,0.216429,0.219226,0.164005,-0.206612,0.157534,-0.217194,-0.209814,-0.169750,0.199065,0.216122,-0.201636,-0.187012,0.208808,0.205129,0.189457"
O96013,"0.097081,-0.043364,0.080952,-0.003766,-0.006651,0.013003,-0.048375,0.059903,-0.039701,-0.104762,-0.069217,0.060908,-0.032689,-0.097279,-0.056570,-0.153755,0.113536,0.050699,-0.071175,0.026358,-0.031290,0.056772,-0.009022,0.015114,0.028883,0.060229,0.091115,-0.010549,0.096316,-0.036052,-0.013027,-0.073092,0.216301,0.024674,-0.025500,-0.022523,0.028480,0.000156,-0.058698,-0.138143,0.066845,-0.026093,-0.004430,-0.148125,0.000579,-0.075371,-0.013839,0.015202,0.045693,-0.016525,-0.013914,0.088622,-0.014164,0.144696,0.023578,0.017096,-0.170334,-0.031980,0.008354,0.012869,-0.079573,0.102398,0.075198,0.070871"
P07332,"0.208205,0.015860,0.167150,-0.131454,0.076891,0.094954,0.021480,-0.027504,0.023311,-0.142144,0.038364,0.158212,-0.067297,-0.205297,-0.098535,-0.196649,0.029210,0.118181,-0.158874,-0.039195,-0.119210,0.088303,0.072164,0.091830,-0.044694,-0.023042,0.138043,0.064694,0.121892,-0.122853,-0.093797,-0.182102,0.229696,-0.038109,0.051525,0.039077,-0.069362,-0.092680,0.021443,-0.148781,0.143452,-0.001245,0.078415,-0.157763,0.024161,0.028577,-0.065591,-0.064563,-0.054356,0.004851,0.006212,0.197531,-0.053058,0.168594,-0.038291,-0.060754,-0.213419,0.037276,0.029033,-0.058003,-0.129086,0.109291,0.108196,0.146211"
P56524,"-3.671852,-2.792661,-2.462873,2.605526,-2.663357,-2.671212,-2.754379,2.961037,-2.798133,1.633899,-3.116212,-2.272896,2.187514,2.579158,2.848489,2.193695,3.338741,-1.742780,1.459059,2.754432,2.588612,-2.323136,-3.616284,-2.878861,2.626516,2.978697,-2.121306,-2.300007,-0.916856,2.918141,2.174087,1.591597,-0.972657,2.328496,-3.325519,-2.783381,3.072723,2.165727,-2.679678,0.644406,-2.002753,2.574860,-3.099404,1.572033,-2.419827,-2.625185,3.788771,2.597449,3.092318,-2.556847,-1.924023,-1.978815,1.614663,0.638626,3.466264,3.777177,0.866232,-2.504051,-2.312536,2.544652,2.220285,-2.204566,-2.933634,-3.301284"
P42575,"0.124727,0.007594,0.096732,-0.093826,0.066817,0.050083,0.038242,-0.016668,0.052239,-0.062349,0.055482,0.058494,-0.038664,-0.091241,-0.048752,-0.075678,-0.020778,0.062482,-0.096196,-0.032136,-0.078036,0.051804,0.052974,0.051837,-0.026487,-0.021955,0.055476,0.047876,0.098384,-0.093591,-0.030812,-0.062889,0.093419,-0.015258,0.058325,0.051144,-0.056595,-0.018894,0.007133,-0.023541,0.086811,-0.031069,0.052240,-0.065241,0.028911,0.007936,-0.061746,-0.025511,-0.029242,0.000600,0.024040,0.109843,-0.033677,0.005990,-0.047595,-0.048954,-0.131671,0.035454,0.015886,-0.058039,-0.030443,0.089965,0.097238,0.111027"
O14843,"0.031529,-0.315666,-0.129740,0.133671,-0.246104,-0.254226,-0.397719,0.258873,-0.445711,0.277109,-0.274895,-0.058333,0.372222,0.014766,0.294022,0.125459,0.390519,-0.249600,0.138337,0.341006,0.284607,-0.423714,-0.274940,-0.224394,0.295313,0.329608,-0.236351,-0.328771,-0.411868,0.267441,0.210868,0.045639,-0.203451,0.333509,-0.303890,-0.415895,0.208969,0.078820,-0.282566,0.269692,-0.172567,0.563978,-0.274105,0.355938,-0.417682,-0.255669,0.330755,0.301180,0.200015,-0.457222,-0.506850,-0.130719,0.419533,-0.246248,0.335080,0.229052,0.316094,-0.340958,-0.382683,0.337504,0.191370,-0.402135,-0.340628,-0.248958"
Q9Y463,"-0.139791,-0.205772,-0.133755,0.177532,-0.193157,-0.164115,-0.246381,0.252226,-0.208560,-0.035889,-0.325457,-0.036868,0.038093,0.082131,0.083820,-0.043259,0.379257,-0.054165,-0.031673,0.184138,0.194420,-0.054592,-0.244783,-0.122723,0.210478,0.224636,-0.010044,-0.129570,0.145066,0.205597,0.165007,0.049705,0.233947,0.159537,-0.268037,-0.229458,0.252852,0.093496,-0.257784,-0.158884,-0.034519,0.047491,-0.223498,-0.109476,-0.108614,-0.276416,0.191866,0.194830,0.277378,-0.158670,-0.085241,-0.048767,0.009085,0.306092,0.251804,0.206387,-0.197421,-0.197316,-0.051579,0.163962,0.023885,0.071309,-0.000489,-0.149459"
P43005,"0.005660,-0.129566,-0.102934,0.044164,-0.101785,-0.141136,-0.184085,0.076559,-0.220056,0.212259,-0.090072,-0.034904,0.214531,0.030871,0.173130,0.154110,0.100039,-0.182534,0.090393,0.166775,0.171361,-0.268513,-0.115720,-0.096984,0.154437,0.118587,-0.200800,-0.157654,-0.292654,0.159534,0.122254,0.074751,-0.257971,0.161068,-0.129584,-0.216566,0.032757,0.019113,-0.107130,0.278522,-0.125252,0.308274,-0.132208,0.289146,-0.222258,-0.058289,0.149797,0.134023,0.061188,-0.242161,-0.277861,-0.119820,0.240958,-0.238960,0.147347,0.078364,0.300841,-0.179822,-0.205723,0.169383,0.154960,-0.244508,-0.210336,-0.166108"
Q8WZA2,"0.122046,0.063261,0.238870,-0.167828,0.075786,0.066870,0.068334,-0.036969,0.025424,-0.160573,0.012024,0.188138,-0.096731,-0.175493,-0.134011,-0.171532,-0.043348,0.140364,-0.245580,-0.033146,-0.077950,0.172310,0.078412,0.095141,-0.009281,-0.048205,0.171518,0.114357,0.296091,-0.059437,-0.095545,-0.197586,0.290271,-0.049320,0.022715,0.071812,-0.104710,-0.162436,0.048493,-0.273210,0.143002,-0.125087,0.044639,-0.207057,0.095273,0.051505,-0.082036,-0.097680,-0.019553,0.058127,0.092001,0.151058,-0.108843,0.301049,-0.063561,-0.056557,-0.314536,0.035521,0.100314,-0.079124,-0.148289,0.211324,0.132753,0.124210"
P07339,"-0.637119,-1.344022,-1.022834,1.380019,-1.324929,-0.971036,-1.339400,1.277986,-1.296881,1.010579,-1.362918,-1.158217,1.391238,0.805965,1.258448,0.788486,1.735036,-0.963105,1.330981,1.254470,0.892398,-1.246664,-1.128293,-1.130471,1.048966,1.452576,-0.973173,-1.349609,-1.637365,0.955682,0.994710,0.800845,-0.972591,1.303516,-1.194760,-1.267604,1.534559,1.307327,-1.369251,1.004900,-1.253377,1.706383,-0.962432,1.227558,-1.353641,-1.466096,1.326106,1.264912,1.081207,-1.460438,-1.657623,-0.769826,1.577535,-1.401756,1.288357,1.234981,1.282727,-1.083427,-1.545738,1.254371,1.058053,-1.514141,-1.324974,-0.755091"
P36897,"0.016491,-0.014020,0.050105,-0.040649,0.030565,0.026018,0.005369,0.012252,0.024655,-0.096024,-0.008723,0.048328,-0.053558,-0.048794,-0.019960,-0.066824,0.044387,0.072108,-0.102300,-0.009369,-0.055901,0.056653,-0.017822,0.023719,-0.009006,0.008988,0.054789,0.042596,0.134735,-0.046035,-0.031528,-0.078102,0.142659,-0.022776,-0.006082,0.019350,0.005247,-0.008872,-0.014925,-0.109806,0.063686,-0.025422,0.008956,-0.104477,0.027608,-0.004673,0.017812,-0.016915,0.015363,0.005082,0.044586,0.103470,-0.076608,0.168518,0.021897,0.036302,-0.183388,0.016094,0.014791,-0.037578,-0.040936,0.084436,0.052759,0.038249"
Q16539,"-1.393450,-1.278832,-1.099086,1.258130,-1.226909,-1.110790,-1.257363,1.427988,-1.138907,0.529757,-1.593214,-1.021976,0.785434,1.111791,1.062630,0.708886,1.706077,-0.725620,0.630141,1.167341,1.057623,-0.754126,-1.495811,-1.164678,1.185683,1.376217,-0.718016,-0.997308,-0.126525,1.190735,1.046837,0.714576,0.009916,1.030204,-1.428341,-1.202467,1.508978,1.094361,-1.346931,0.095294,-0.837471,0.818709,-1.302842,0.323227,-0.948090,-1.374575,1.461407,1.186241,1.476030,-1.029598,-0.753131,-0.733822,0.606753,0.394076,1.485978,1.519193,0.018221,-1.108579,-0.890313,1.099444,0.840995,-0.616440,-0.934002,-1.182984"
Q8WTS6,"-0.975799,-0.643897,-0.790086,0.820535,-0.720594,-0.643604,-0.631718,0.748354,-0.560127,0.475587,-0.866963,-0.716510,0.433111,0.799304,0.500241,0.530753,0.787042,-0.540897,0.687209,0.579293,0.704798,-0.333821,-0.724647,-0.659161,0.612344,0.691219,-0.406492,-0.587141,-0.259131,0.712384,0.630710,0.599273,-0.152021,0.534628,-0.742925,-0.577623,0.888729,0.719434,-0.669768,0.224770,-0.621130,0.318988,-0.723524,0.252334,-0.467991,-0.771767,0.684187,0.606948,0.810480,-0.413158,-0.353967,-0.655386,0.357853,-0.072202,0.679720,0.729826,0.304628,-0.595509,-0.418682,0.667716,0.489645,-0.452415,-0.540473,-0.690100"
Q9Y5Z0,"-0.733955,-1.344596,-1.668034,1.115798,-1.178225,-1.086144,-1.292098,1.121679,-1.138612,1.671796,-1.059759,-1.283223,1.531988,1.248843,1.603144,1.631780,1.499862,-1.276277,1.495576,1.170003,1.274363,-1.751572,-1.181431,-1.126852,0.998980,1.197530,-1.451936,-1.300476,-1.747328,1.228067,1.367683,1.133088,-1.951377,1.301422,-1.113421,-1.363491,1.424780,1.201258,-1.302457,2.078806,-1.235765,2.000156,-1.061047,2.098346,-1.518080,-1.307609,1.416239,1.416687,1.016524,-1.718291,-1.720172,-0.933082,1.588479,-2.218966,1.248326,0.885540,1.887326,-1.021136,-1.621123,1.226865,1.551764,-1.855066,-1.321258,-1.102857"
P30304,"-0.118347,-0.021045,-0.010807,0.023166,-0.012707,-0.002901,-0.002358,0.045358,0.018270,-0.107236,-0.068713,0.008176,-0.067452,0.030623,0.011820,-0.030492,0.076310,0.074937,-0.104211,0.001231,-0.016919,0.062761,-0.085689,-0.018023,0.010474,0.034406,0.044423,0.042824,0.206017,0.016135,-0.013010,-0.047018,0.164184,-0.032130,-0.059263,-0.008170,0.064111,0.008438,-0.030879,-0.165830,0.041811,-0.059169,-0.043044,-0.131802,0.042861,-0.021512,0.085059,-0.000712,0.069864,0.026339,0.089001,0.060761,-0.124309,0.297418,0.075628,0.103809,-0.204453,0.011110,0.042825,-0.020756,-0.022499,0.093561,0.018079,-0.040108"
Q00987,"-8.849205,-5.269359,-7.146350,7.164846,-6.224161,-5.480961,-5.306420,5.993599,-4.919959,3.781404,-7.031917,-6.130935,4.129982,7.114879,6.059712,5.398435,7.005716,-4.052062,4.672636,5.084206,5.862923,-4.602910,-7.213529,-5.887391,5.092851,5.795435,-4.833201,-4.820709,-2.749172,6.765713,5.158049,5.114228,-3.347786,4.405304,-6.645000,-5.655444,7.362233,5.425000,-5.680674,2.166568,-5.362208,3.863919,-6.176219,3.783547,-4.198164,-5.872465,7.287533,5.659595,6.466750,-4.598123,-3.236666,-5.691482,3.083902,0.032471,6.815306,7.246650,3.701572,-4.606516,-3.994198,5.186252,5.284417,-4.377797,-5.544056,-7.057183"
Q9Y6F1,"0.117471,0.187397,0.136334,-0.158091,0.166525,0.156798,0.185864,-0.188115,0.179343,-0.132904,0.186717,0.142285,-0.163749,-0.129117,-0.165458,-0.121486,-0.219054,0.136074,-0.125181,-0.178903,-0.150144,0.162811,0.179926,0.162194,-0.168630,-0.192527,0.136717,0.169280,0.120531,-0.152689,-0.159151,-0.118644,0.095250,-0.178308,0.178550,0.178775,-0.185633,-0.156272,0.191286,-0.111945,0.134731,-0.186548,0.165631,-0.131400,0.175922,0.190169,-0.183954,-0.178736,-0.177763,0.186445,0.182592,0.108089,-0.167743,0.108783,-0.187192,-0.176000,-0.094235,0.167338,0.178616,-0.167328,-0.143153,0.148225,0.151379,0.140064"
P53582,"0.078173,0.017131,0.076167,0.027983,0.000091,0.065761,0.008812,-0.008985,-0.003895,-0.101186,-0.018181,0.028981,-0.009517,-0.096077,-0.038967,-0.131482,0.058391,0.078464,0.009862,-0.016173,-0.100249,0.051247,0.042680,0.035606,-0.045159,0.024165,0.081095,0.000255,-0.071215,-0.072701,-0.089917,-0.103931,0.107876,-0.022564,0.028514,0.034963,0.022252,0.000176,0.009821,-0.125351,-0.002263,0.015019,0.067697,-0.074661,0.021634,-0.014078,-0.014041,-0.035498,-0.048074,0.011168,-0.022691,0.072632,0.025663,0.047562,-0.013595,0.013595,-0.027563,0.040051,-0.019208,-0.015270,-0.074281,-0.013091,-0.007084,0.087837"
P22455,"0.223186,0.098238,0.211836,-0.198724,0.156935,0.125116,0.092685,-0.102303,0.096103,-0.177669,0.114702,0.207085,-0.153234,-0.213513,-0.173180,-0.214342,-0.093313,0.142813,-0.226097,-0.105063,-0.140830,0.154938,0.129010,0.150186,-0.089811,-0.107431,0.171383,0.133190,0.223492,-0.161112,-0.125873,-0.178038,0.256105,-0.104110,0.118431,0.112674,-0.165909,-0.155435,0.098150,-0.177146,0.199103,-0.140988,0.116203,-0.215650,0.115545,0.108720,-0.155553,-0.126152,-0.102353,0.104269,0.114988,0.201671,-0.146764,0.212088,-0.120750,-0.136406,-0.273708,0.083364,0.133180,-0.127259,-0.177119,0.217302,0.198177,0.170383"
Q01650,"0.180371,0.151489,0.162925,-0.173060,0.164714,0.163320,0.152482,-0.152964,0.159908,-0.160977,0.156442,0.173079,-0.166474,-0.171017,-0.170370,-0.173052,-0.143416,0.158227,-0.164861,-0.162127,-0.159098,0.165651,0.163316,0.165423,-0.157505,-0.157190,0.173462,0.161494,0.174244,-0.168882,-0.152179,-0.163903,0.176080,-0.156074,0.159583,0.155128,-0.155953,-0.157234,0.152129,-0.148004,0.177065,-0.154764,0.159171,-0.170248,0.156173,0.145935,-0.166069,-0.156778,-0.152406,0.154538,0.153477,0.172428,-0.165077,0.149991,-0.162890,-0.170279,-0.179351,0.153492,0.162834,-0.159828,-0.167932,0.171512,0.181710,0.176245"
P21452,"0.150034,0.202719,0.160633,-0.175554,0.185492,0.174954,0.198337,-0.198344,0.192087,-0.156584,0.198276,0.163751,-0.184563,-0.153027,-0.187764,-0.153428,-0.223067,0.158347,-0.149363,-0.194100,-0.165721,0.179954,0.195714,0.179157,-0.184479,-0.203458,0.162837,0.182075,0.149261,-0.170353,-0.175249,-0.139942,0.128579,-0.192009,0.196223,0.193680,-0.201896,-0.178480,0.203859,-0.141213,0.163402,-0.210677,0.182448,-0.159179,0.194507,0.197847,-0.204857,-0.189991,-0.191066,0.202054,0.200114,0.130350,-0.183166,0.130614,-0.205182,-0.197406,-0.121668,0.184021,0.201814,-0.183044,-0.168404,0.177813,0.181096,0.162553"
